city,timestamp,temperature,season
New York,2010-05-25,14.216701176137345,spring
New York,2010-05-26,9.159675816548436,spring
New York,2010-05-27,1.7195134422454694,spring
New York,2010-05-28,12.12234716986356,spring
New York,2010-05-29,7.74427697430732,spring
New York,2010-05-30,7.739897761178068,spring
New York,2010-05-31,13.006332393655182,spring
New York,2010-06-01,19.991935374142308,summer
New York,2010-06-02,27.553374530759733,summer
New York,2010-06-03,21.815273482953383,summer
New York,2010-06-04,30.91491166661191,summer
New York,2010-06-05,22.313536480223075,summer
New York,2010-06-06,23.707427081633224,summer
New York,2010-06-07,25.602430391225568,summer
New York,2010-06-08,19.268641503401547,summer
New York,2010-06-09,33.09573396477175,summer
New York,2010-06-10,28.24272744255286,summer
New York,2010-06-11,19.445119452187843,summer
New York,2010-06-12,24.969908309293338,summer
New York,2010-06-13,27.77322546119908,summer
New York,2010-06-14,21.366552915820574,summer
New York,2010-06-15,32.54163948141415,summer
New York,2010-06-16,25.26568843821881,summer
New York,2010-06-17,28.065417671026722,summer
New York,2010-06-18,31.154315571363114,summer
New York,2010-06-19,22.77743672698884,summer
New York,2010-06-20,40.21107119881552,summer
New York,2010-06-21,27.569648803400888,summer
New York,2010-06-22,23.274605174800293,summer
New York,2010-06-23,30.927931006270846,summer
New York,2010-06-24,25.799454820661257,summer
New York,2010-06-25,24.193752570391144,summer
New York,2010-06-26,32.01345345435845,summer
New York,2010-06-27,22.237780501447613,summer
New York,2010-06-28,24.71873592164096,summer
New York,2010-06-29,27.19391576123845,summer
New York,2010-06-30,24.578439120755903,summer
New York,2010-07-01,26.562063641323626,summer
New York,2010-07-02,24.010584478988772,summer
New York,2010-07-03,23.04203627547525,summer
New York,2010-07-04,24.558210682959196,summer
New York,2010-07-05,23.96341272591594,summer
New York,2010-07-06,24.278878523000767,summer
New York,2010-07-07,31.05654180428753,summer
New York,2010-07-08,19.511675119276237,summer
New York,2010-07-09,23.20557927049018,summer
New York,2010-07-10,28.38444853240486,summer
New York,2010-07-11,35.60479212600522,summer
New York,2010-07-12,18.760128036862994,summer
New York,2010-07-13,20.384729396092162,summer
New York,2010-07-14,32.39092734536543,summer
New York,2010-07-15,24.58687970980564,summer
New York,2010-07-16,17.792925232529655,summer
New York,2010-07-17,22.81318936716106,summer
New York,2010-07-18,19.619264129991823,summer
New York,2010-07-19,20.739557347874754,summer
New York,2010-07-20,19.311153828186832,summer
New York,2010-07-21,25.817504973328887,summer
New York,2010-07-22,18.432281382177717,summer
New York,2010-07-23,23.530765459536113,summer
New York,2010-07-24,27.530254317279717,summer
New York,2010-07-25,23.45327703572573,summer
New York,2010-07-26,28.21303830877452,summer
New York,2010-07-27,24.47537303478462,summer
New York,2010-07-28,22.691057992223385,summer
New York,2010-07-29,25.50913564618581,summer
New York,2010-07-30,19.846090201224253,summer
New York,2010-07-31,28.965623183097655,summer
New York,2010-08-01,27.55365750548373,summer
New York,2010-08-02,27.407733804920092,summer
New York,2010-08-03,26.19597198597984,summer
New York,2010-08-04,27.664144983092573,summer
New York,2010-08-05,23.224771222086158,summer
New York,2010-08-06,19.829374197430504,summer
New York,2010-08-07,22.652430756710807,summer
New York,2010-08-08,20.444463191351076,summer
New York,2010-08-09,19.90791769821245,summer
New York,2010-08-10,25.709388663473746,summer
New York,2010-08-11,24.77667473494739,summer
New York,2010-08-12,26.238926186426863,summer
New York,2010-08-13,22.415433239580786,summer
New York,2010-08-14,25.57000517492782,summer
New York,2010-08-15,34.16593509159393,summer
New York,2010-08-16,17.22097965182086,summer
New York,2010-08-17,37.37685201841906,summer
New York,2010-08-18,16.73781576943353,summer
New York,2010-08-19,29.462168757160047,summer
New York,2010-08-20,18.60478220801537,summer
New York,2010-08-21,13.910360091580099,summer
New York,2010-08-22,26.845382143620576,summer
New York,2010-08-23,24.832946801965733,summer
New York,2010-08-24,14.932900445932365,summer
New York,2010-08-25,28.184050734935155,summer
New York,2010-08-26,21.04475134432754,summer
New York,2010-08-27,30.208613330300558,summer
New York,2010-08-28,25.700829793257885,summer
New York,2010-08-29,25.263909678565735,summer
New York,2010-08-30,29.159491919836395,summer
New York,2010-08-31,22.21686846023562,summer
New York,2010-09-01,11.511379801360743,autumn
New York,2010-09-02,9.804623756213964,autumn
New York,2010-09-03,18.875033063907036,autumn
New York,2010-09-04,20.101032246964007,autumn
New York,2010-09-05,10.985543467746927,autumn
New York,2010-09-06,12.979434190649027,autumn
New York,2010-09-07,13.25951808328665,autumn
New York,2010-09-08,22.41270567008343,autumn
New York,2010-09-09,15.620164035980038,autumn
New York,2010-09-10,14.563913912039961,autumn
New York,2010-09-11,12.155190180329154,autumn
New York,2010-09-12,12.308412634730711,autumn
New York,2010-09-13,16.177924885992393,autumn
New York,2010-09-14,17.411088414384775,autumn
New York,2010-09-15,16.80748622284776,autumn
New York,2010-09-16,12.833561154643412,autumn
New York,2010-09-17,20.83255633543935,autumn
New York,2010-09-18,26.906182944815143,autumn
New York,2010-09-19,11.53193397111272,autumn
New York,2010-09-20,20.823757888375297,autumn
New York,2010-09-21,17.909532476659795,autumn
New York,2010-09-22,7.7837664815671115,autumn
New York,2010-09-23,22.248845422590275,autumn
New York,2010-09-24,13.824243790845534,autumn
New York,2010-09-25,20.1623475602324,autumn
New York,2010-09-26,5.669161201701062,autumn
New York,2010-09-27,9.688475379641678,autumn
New York,2010-09-28,15.158930076397006,autumn
New York,2010-09-29,10.937271987757034,autumn
New York,2010-09-30,12.027178410671393,autumn
New York,2010-10-01,23.386441377731494,autumn
New York,2010-10-02,13.959870119401732,autumn
New York,2010-10-03,8.846046914612792,autumn
New York,2010-10-04,12.472809587678546,autumn
New York,2010-10-05,14.714202761847163,autumn
New York,2010-10-06,13.693635273140911,autumn
New York,2010-10-07,3.663625447173402,autumn
New York,2010-10-08,12.052292420935276,autumn
New York,2010-10-09,18.57025406792781,autumn
New York,2010-10-10,14.705640255645026,autumn
New York,2010-10-11,17.541234411358708,autumn
New York,2010-10-12,12.186322458640706,autumn
New York,2010-10-13,13.519819886211025,autumn
New York,2010-10-14,19.182340950112373,autumn
New York,2010-10-15,10.440022611626949,autumn
New York,2010-10-16,14.753885114932043,autumn
New York,2010-10-17,17.070477019918,autumn
New York,2010-10-18,5.3969028698528545,autumn
New York,2010-10-19,11.203777440941842,autumn
New York,2010-10-20,12.451368358195458,autumn
New York,2010-10-21,11.761124493338766,autumn
New York,2010-10-22,16.008581489403177,autumn
New York,2010-10-23,9.210350082335294,autumn
New York,2010-10-24,18.246767684320165,autumn
New York,2010-10-25,11.714135772197059,autumn
New York,2010-10-26,13.353941452473887,autumn
New York,2010-10-27,9.651319310644295,autumn
New York,2010-10-28,16.166375287485177,autumn
New York,2010-10-29,9.383380567442973,autumn
New York,2010-10-30,6.835193974328182,autumn
New York,2010-10-31,19.150830032717803,autumn
New York,2010-11-01,4.35860317848838,autumn
New York,2010-11-02,9.71174912836972,autumn
New York,2010-11-03,6.202374494120151,autumn
New York,2010-11-04,9.463694635332885,autumn
New York,2010-11-05,12.327507645621722,autumn
New York,2010-11-06,15.61077749301888,autumn
New York,2010-11-07,19.988888346417482,autumn
New York,2010-11-08,14.253097445532369,autumn
New York,2010-11-09,16.158136559229693,autumn
New York,2010-11-10,8.99625997582606,autumn
New York,2010-11-11,12.730944978834863,autumn
New York,2010-11-12,18.34935911517822,autumn
New York,2010-11-13,17.707945890172375,autumn
New York,2010-11-14,18.00068587713484,autumn
New York,2010-11-15,17.389229240394158,autumn
New York,2010-11-16,7.953426832162251,autumn
New York,2010-11-17,17.71588700770547,autumn
New York,2010-11-18,21.125617994426452,autumn
New York,2010-11-19,16.235360891889844,autumn
New York,2010-11-20,14.44353944189957,autumn
New York,2010-11-21,5.605077452364382,autumn
New York,2010-11-22,4.953206181665095,autumn
New York,2010-11-23,23.532242683321613,autumn
New York,2010-11-24,13.73676304087005,autumn
New York,2010-11-25,15.309920621566036,autumn
New York,2010-11-26,16.521865645666864,autumn
New York,2010-11-27,20.808179922502184,autumn
New York,2010-11-28,14.484686835452578,autumn
New York,2010-11-29,19.693304249788262,autumn
New York,2010-11-30,18.167744409879468,autumn
New York,2010-12-01,7.70417096223035,winter
New York,2010-12-02,-7.077346422488398,winter
New York,2010-12-03,1.3003846300801938,winter
New York,2010-12-04,-13.875718871954831,winter
New York,2010-12-05,-1.3731815359713901,winter
New York,2010-12-06,2.7340662609146382,winter
New York,2010-12-07,-3.0603161410374895,winter
New York,2010-12-08,3.8207432027315735,winter
New York,2010-12-09,-4.233445189935914,winter
New York,2010-12-10,1.821416228920606,winter
New York,2010-12-11,2.647553828145877,winter
New York,2010-12-12,-4.151764559266072,winter
New York,2010-12-13,1.5492195238629283,winter
New York,2010-12-14,1.9462710114897777,winter
New York,2010-12-15,-7.126516110492732,winter
New York,2010-12-16,4.970157604802912,winter
New York,2010-12-17,0.8519357507434632,winter
New York,2010-12-18,0.9197722035447278,winter
New York,2010-12-19,3.794598180979544,winter
New York,2010-12-20,2.0829712929002,winter
New York,2010-12-21,-7.3931154569351225,winter
New York,2010-12-22,-1.456165499974598,winter
New York,2010-12-23,-2.585426870052542,winter
New York,2010-12-24,-3.5589911530524168,winter
New York,2010-12-25,2.6885698278154484,winter
New York,2010-12-26,-3.01711926135194,winter
New York,2010-12-27,2.7898357237315223,winter
New York,2010-12-28,-4.030691668207844,winter
New York,2010-12-29,5.433828120619727,winter
New York,2010-12-30,-6.020204178379092,winter
New York,2010-12-31,1.9836567327364918,winter
New York,2011-01-01,9.280549660665304,winter
New York,2011-01-02,7.395744794042884,winter
New York,2011-01-03,4.079699858770536,winter
New York,2011-01-04,-7.581172090952684,winter
New York,2011-01-05,-1.726538821697317,winter
New York,2011-01-06,4.449487320842155,winter
New York,2011-01-07,-3.0587636817134713,winter
New York,2011-01-08,11.614454791298652,winter
New York,2011-01-09,-6.161734790612002,winter
New York,2011-01-10,-1.950072785311464,winter
New York,2011-01-11,-4.722527920155849,winter
New York,2011-01-12,-10.88501505584868,winter
New York,2011-01-13,2.3621068599301736,winter
New York,2011-01-14,-4.205844668537303,winter
New York,2011-01-15,-2.4822762092466726,winter
New York,2011-01-16,-1.00475411057861,winter
New York,2011-01-17,2.914446494454874,winter
New York,2011-01-18,-5.88245391884654,winter
New York,2011-01-19,2.908760677298255,winter
New York,2011-01-20,-3.3204409834379556,winter
New York,2011-01-21,1.8399909436838413,winter
New York,2011-01-22,1.322779511919581,winter
New York,2011-01-23,-0.3116840415822026,winter
New York,2011-01-24,-10.650745285300612,winter
New York,2011-01-25,3.5391929057148137,winter
New York,2011-01-26,-3.2487489688763254,winter
New York,2011-01-27,-4.984819293643948,winter
New York,2011-01-28,-4.242868981645323,winter
New York,2011-01-29,-1.7465121849464462,winter
New York,2011-01-30,9.92483611010185,winter
New York,2011-01-31,-2.3271473447740614,winter
New York,2011-02-01,-0.2134851613757813,winter
New York,2011-02-02,-2.591350624677133,winter
New York,2011-02-03,2.2942494757013705,winter
New York,2011-02-04,0.1077188531921714,winter
New York,2011-02-05,4.700110630767896,winter
New York,2011-02-06,-4.221374442146076,winter
New York,2011-02-07,2.6427636519434863,winter
New York,2011-02-08,-2.816904050789237,winter
New York,2011-02-09,6.51320451528587,winter
New York,2011-02-10,-5.830894158699229,winter
New York,2011-02-11,-2.4440309340051978,winter
New York,2011-02-12,4.816628266127406,winter
New York,2011-02-13,-3.7703852034733174,winter
New York,2011-02-14,-12.782777885430171,winter
New York,2011-02-15,-0.9498797057286139,winter
New York,2011-02-16,-8.912645725214123,winter
New York,2011-02-17,-1.4682439395520204,winter
New York,2011-02-18,-6.843876839138961,winter
New York,2011-02-19,-4.056851651189265,winter
New York,2011-02-20,7.272326711423012,winter
New York,2011-02-21,0.23580725331606173,winter
New York,2011-02-22,9.434054737592211,winter
New York,2011-02-23,2.9907203088930623,winter
New York,2011-02-24,5.8804509094636215,winter
New York,2011-02-25,8.388960587989814,winter
New York,2011-02-26,-5.6903704167355995,winter
New York,2011-02-27,12.77699114780936,winter
New York,2011-02-28,3.08336962955684,winter
New York,2011-03-01,7.90222952112506,spring
New York,2011-03-02,7.592117767528833,spring
New York,2011-03-03,3.27911224806388,spring
New York,2011-03-04,7.444867896943329,spring
New York,2011-03-05,16.8064554036748,spring
New York,2011-03-06,11.692879346299714,spring
New York,2011-03-07,-0.35569518677995404,spring
New York,2011-03-08,15.971616912939862,spring
New York,2011-03-09,5.034468331810225,spring
New York,2011-03-10,15.173455044394345,spring
New York,2011-03-11,6.771880066969669,spring
New York,2011-03-12,8.682978667311579,spring
New York,2011-03-13,11.891934938667466,spring
New York,2011-03-14,8.823732113229868,spring
New York,2011-03-15,16.089599473627885,spring
New York,2011-03-16,4.236422758614169,spring
New York,2011-03-17,3.9564285606714975,spring
New York,2011-03-18,8.554408440214525,spring
New York,2011-03-19,6.377561682267832,spring
New York,2011-03-20,9.605532683680435,spring
New York,2011-03-21,5.984171656025135,spring
New York,2011-03-22,7.339430642573259,spring
New York,2011-03-23,4.016521241441886,spring
New York,2011-03-24,7.7040248172053785,spring
New York,2011-03-25,6.633515172342821,spring
New York,2011-03-26,12.63250494053744,spring
New York,2011-03-27,20.297334930418128,spring
New York,2011-03-28,1.677642002458255,spring
New York,2011-03-29,15.647480347349966,spring
New York,2011-03-30,10.694431342741657,spring
New York,2011-03-31,8.887135626128464,spring
New York,2011-04-01,8.800099055897821,spring
New York,2011-04-02,6.684047138410803,spring
New York,2011-04-03,9.110814964081328,spring
New York,2011-04-04,10.734676051617164,spring
New York,2011-04-05,15.557764384803018,spring
New York,2011-04-06,17.337978113154158,spring
New York,2011-04-07,9.653031187075182,spring
New York,2011-04-08,9.374401622855455,spring
New York,2011-04-09,8.587165444769502,spring
New York,2011-04-10,16.477103371640005,spring
New York,2011-04-11,6.503238796312782,spring
New York,2011-04-12,18.33349530566142,spring
New York,2011-04-13,16.107338857304004,spring
New York,2011-04-14,11.963516108218718,spring
New York,2011-04-15,10.094769055499887,spring
New York,2011-04-16,-0.9178648497811404,spring
New York,2011-04-17,13.774105528753381,spring
New York,2011-04-18,8.5945104874071,spring
New York,2011-04-19,13.949820520316495,spring
New York,2011-04-20,9.683010266064668,spring
New York,2011-04-21,13.695678892812477,spring
New York,2011-04-22,10.155734406097896,spring
New York,2011-04-23,5.353801116739368,spring
New York,2011-04-24,8.678726174476571,spring
New York,2011-04-25,7.992885145981462,spring
New York,2011-04-26,2.306708855125966,spring
New York,2011-04-27,15.129030044454844,spring
New York,2011-04-28,17.916481182107024,spring
New York,2011-04-29,5.061018648862436,spring
New York,2011-04-30,6.221276362138629,spring
New York,2011-05-01,6.748724603731046,spring
New York,2011-05-02,1.0015610872364067,spring
New York,2011-05-03,9.826158034623045,spring
New York,2011-05-04,14.04205494100551,spring
New York,2011-05-05,3.4214158124281013,spring
New York,2011-05-06,8.83028472459902,spring
New York,2011-05-07,10.229282903002405,spring
New York,2011-05-08,10.163420573091368,spring
New York,2011-05-09,9.869059823974652,spring
New York,2011-05-10,9.94521947516755,spring
New York,2011-05-11,15.518693533398022,spring
New York,2011-05-12,13.249803221824209,spring
New York,2011-05-13,16.150797290894772,spring
New York,2011-05-14,8.907619114757582,spring
New York,2011-05-15,6.7352570281039155,spring
New York,2011-05-16,11.621234403167419,spring
New York,2011-05-17,10.22404218605627,spring
New York,2011-05-18,22.28500894430401,spring
New York,2011-05-19,7.918863629874256,spring
New York,2011-05-20,14.635154369216142,spring
New York,2011-05-21,11.639802676003342,spring
New York,2011-05-22,6.213213599143932,spring
New York,2011-05-23,11.693933758654886,spring
New York,2011-05-24,3.0206217330135243,spring
New York,2011-05-25,8.61634877717782,spring
New York,2011-05-26,9.295134517185225,spring
New York,2011-05-27,6.565314907093317,spring
New York,2011-05-28,11.977217657842123,spring
New York,2011-05-29,2.8705292339424373,spring
New York,2011-05-30,10.334846713493953,spring
New York,2011-05-31,8.74539847365458,spring
New York,2011-06-01,24.014943406964946,summer
New York,2011-06-02,33.04662662068438,summer
New York,2011-06-03,35.71340253687907,summer
New York,2011-06-04,30.037344489986484,summer
New York,2011-06-05,18.912578225938063,summer
New York,2011-06-06,25.56081300973251,summer
New York,2011-06-07,31.027868680737843,summer
New York,2011-06-08,34.71601962781454,summer
New York,2011-06-09,24.210432873547003,summer
New York,2011-06-10,27.047135639613867,summer
New York,2011-06-11,28.3878482337095,summer
New York,2011-06-12,18.455139127783934,summer
New York,2011-06-13,27.147780751246728,summer
New York,2011-06-14,13.900776684521139,summer
New York,2011-06-15,20.033024536330803,summer
New York,2011-06-16,30.952705363389057,summer
New York,2011-06-17,25.5993721560798,summer
New York,2011-06-18,24.40333080474945,summer
New York,2011-06-19,25.564445607227483,summer
New York,2011-06-20,24.345859993318648,summer
New York,2011-06-21,21.964429389072144,summer
New York,2011-06-22,25.153996840341247,summer
New York,2011-06-23,20.407016679001817,summer
New York,2011-06-24,30.731012075713203,summer
New York,2011-06-25,31.604381985591157,summer
New York,2011-06-26,31.324395203743595,summer
New York,2011-06-27,26.630910320448,summer
New York,2011-06-28,17.576260854179576,summer
New York,2011-06-29,21.035447635610836,summer
New York,2011-06-30,21.127312655780013,summer
New York,2011-07-01,32.067484329786794,summer
New York,2011-07-02,12.272823397871822,summer
New York,2011-07-03,30.539593282771143,summer
New York,2011-07-04,31.04745204347281,summer
New York,2011-07-05,22.450191300026408,summer
New York,2011-07-06,26.73644023318989,summer
New York,2011-07-07,25.168664580833433,summer
New York,2011-07-08,24.275555699664775,summer
New York,2011-07-09,17.615584660182883,summer
New York,2011-07-10,22.29074477384164,summer
New York,2011-07-11,21.097637912374676,summer
New York,2011-07-12,30.776102782602905,summer
New York,2011-07-13,32.810479859691874,summer
New York,2011-07-14,25.35949521866505,summer
New York,2011-07-15,21.688208714211672,summer
New York,2011-07-16,23.911669243238748,summer
New York,2011-07-17,24.710952707163848,summer
New York,2011-07-18,33.073941024887716,summer
New York,2011-07-19,30.85025542640554,summer
New York,2011-07-20,22.78227709621793,summer
New York,2011-07-21,20.513045377869236,summer
New York,2011-07-22,28.203318909435158,summer
New York,2011-07-23,30.10903772630359,summer
New York,2011-07-24,29.70345110351696,summer
New York,2011-07-25,25.78373299442515,summer
New York,2011-07-26,24.58885427209538,summer
New York,2011-07-27,14.686543363408527,summer
New York,2011-07-28,25.42482959244849,summer
New York,2011-07-29,23.83288367754974,summer
New York,2011-07-30,20.118696285613925,summer
New York,2011-07-31,14.754980091680487,summer
New York,2011-08-01,36.88568070745144,summer
New York,2011-08-02,20.60853120108456,summer
New York,2011-08-03,23.016850951360652,summer
New York,2011-08-04,31.062758306696264,summer
New York,2011-08-05,27.313330555167262,summer
New York,2011-08-06,24.773324417675173,summer
New York,2011-08-07,25.852999430196252,summer
New York,2011-08-08,20.213097423215906,summer
New York,2011-08-09,22.349602129758157,summer
New York,2011-08-10,19.583481336991976,summer
New York,2011-08-11,15.782363663427146,summer
New York,2011-08-12,16.615310082258038,summer
New York,2011-08-13,30.195067445637456,summer
New York,2011-08-14,19.54309001723271,summer
New York,2011-08-15,20.12173391608451,summer
New York,2011-08-16,10.354145080388626,summer
New York,2011-08-17,23.062624725595782,summer
New York,2011-08-18,19.878108300447252,summer
New York,2011-08-19,30.9829223553083,summer
New York,2011-08-20,26.083887340667058,summer
New York,2011-08-21,21.15122147368937,summer
New York,2011-08-22,24.25135433238036,summer
New York,2011-08-23,22.012184843813888,summer
New York,2011-08-24,22.097866567751662,summer
New York,2011-08-25,33.21466199531193,summer
New York,2011-08-26,27.871579881006134,summer
New York,2011-08-27,28.334219445395266,summer
New York,2011-08-28,31.28858084232429,summer
New York,2011-08-29,29.266673788901738,summer
New York,2011-08-30,11.811427746419671,summer
New York,2011-08-31,24.293385644848232,summer
New York,2011-09-01,13.99627284705845,autumn
New York,2011-09-02,13.796317154475625,autumn
New York,2011-09-03,17.61262806098279,autumn
New York,2011-09-04,13.745058060450727,autumn
New York,2011-09-05,16.195234851510904,autumn
New York,2011-09-06,23.99122200769338,autumn
New York,2011-09-07,19.840445007585902,autumn
New York,2011-09-08,18.82827336045362,autumn
New York,2011-09-09,10.504063829322424,autumn
New York,2011-09-10,22.73423367248134,autumn
New York,2011-09-11,17.74253618410684,autumn
New York,2011-09-12,18.768245861645894,autumn
New York,2011-09-13,18.095795067675496,autumn
New York,2011-09-14,14.312900257547813,autumn
New York,2011-09-15,18.53895657000306,autumn
New York,2011-09-16,18.102184818496927,autumn
New York,2011-09-17,12.927223392928083,autumn
New York,2011-09-18,10.411419061434875,autumn
New York,2011-09-19,13.376449812672078,autumn
New York,2011-09-20,13.523706025297042,autumn
New York,2011-09-21,7.39343066676102,autumn
New York,2011-09-22,16.78263893731797,autumn
New York,2011-09-23,9.432422932464528,autumn
New York,2011-09-24,19.793916207257404,autumn
New York,2011-09-25,13.529367072128222,autumn
New York,2011-09-26,10.112288758367068,autumn
New York,2011-09-27,20.824368548785632,autumn
New York,2011-09-28,16.843753097067285,autumn
New York,2011-09-29,17.460773854985113,autumn
New York,2011-09-30,14.756938609136602,autumn
New York,2011-10-01,8.842888224386117,autumn
New York,2011-10-02,20.62304934462966,autumn
New York,2011-10-03,20.728790152389774,autumn
New York,2011-10-04,17.65702680783862,autumn
New York,2011-10-05,7.350906116367623,autumn
New York,2011-10-06,23.752830158920524,autumn
New York,2011-10-07,9.440279687844782,autumn
New York,2011-10-08,12.784447154896634,autumn
New York,2011-10-09,14.415475734524001,autumn
New York,2011-10-10,16.129773407210305,autumn
New York,2011-10-11,16.63512329866715,autumn
New York,2011-10-12,16.179938008238942,autumn
New York,2011-10-13,16.588170937252322,autumn
